location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,Deaths,DALYs (Disability-Adjusted Life Years)
571,West Virginia,3,Both,9,20 to 24,689,Road injuries,3,Rate,2019,23.679593721857263,1648.8008112679142
537,Indiana,3,Both,8,15 to 19,689,Road injuries,1,Number,2018,81.87114399031047,6001.480176708157
537,Indiana,3,Both,8,15 to 19,689,Road injuries,3,Rate,2018,17.320274973601038,1269.6449792066323
537,Indiana,3,Both,9,20 to 24,689,Road injuries,1,Number,2018,89.01758571784808,6243.119442956693
537,Indiana,3,Both,9,20 to 24,689,Road injuries,3,Rate,2018,19.47779613115386,1366.0470203919708
537,Indiana,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2018,307.4737489168132,14966.639425030886
537,Indiana,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2018,16.02716642885832,418.86970820551176
537,Indiana,3,Both,206,25 to 49,689,Road injuries,1,Number,2018,306.217033721706,19682.237138850476
537,Indiana,3,Both,206,25 to 49,689,Road injuries,3,Rate,2018,14.41554922587269,926.5658898918609
537,Indiana,3,Both,234,75 plus,689,Road injuries,1,Number,2018,114.92965901361693,2946.2093937439467
537,Indiana,3,Both,234,75 plus,689,Road injuries,3,Rate,2018,26.66851147325124,433.88557895440454
529,Connecticut,3,Both,8,15 to 19,689,Road injuries,1,Number,2017,23.117024187050443,1720.4151428575417
529,Connecticut,3,Both,8,15 to 19,689,Road injuries,3,Rate,2017,9.703223504079947,722.1332865283606
529,Connecticut,3,Both,9,20 to 24,689,Road injuries,1,Number,2017,35.58704102277206,2522.629414095067
529,Connecticut,3,Both,9,20 to 24,689,Road injuries,3,Rate,2017,14.74856004185784,1045.4690895298188
529,Connecticut,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2017,106.90575651020278,6490.699960462544
529,Connecticut,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2017,9.305700487889684,302.4097283865347
529,Connecticut,3,Both,206,25 to 49,689,Road injuries,1,Number,2017,106.64761494806906,7523.906431018117
529,Connecticut,3,Both,206,25 to 49,689,Road injuries,3,Rate,2017,9.14097479278456,644.8886743758492
529,Connecticut,3,Both,234,75 plus,689,Road injuries,1,Number,2017,47.76429461626456,1463.6033528847745
529,Connecticut,3,Both,234,75 plus,689,Road injuries,3,Rate,2017,18.137188383209658,342.13683180184813
557,North Dakota,3,Both,8,15 to 19,689,Road injuries,1,Number,2017,9.736378622491548,710.016340810043
557,North Dakota,3,Both,8,15 to 19,689,Road injuries,3,Rate,2017,22.814224239073148,1663.7060493135723
557,North Dakota,3,Both,9,20 to 24,689,Road injuries,1,Number,2017,16.525954982902444,1140.2853014642815
557,North Dakota,3,Both,9,20 to 24,689,Road injuries,3,Rate,2017,34.4645478691057,2378.042140221979
557,North Dakota,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2017,28.95623697068916,1586.801372255973
557,North Dakota,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2017,14.549611889294583,426.6398609320573
557,North Dakota,3,Both,206,25 to 49,689,Road injuries,1,Number,2017,45.57099087674697,2907.6369914012807
557,North Dakota,3,Both,206,25 to 49,689,Road injuries,3,Rate,2017,20.35328811379334,1298.6325791417141
557,North Dakota,3,Both,234,75 plus,689,Road injuries,1,Number,2017,12.830242651867392,364.17294383473063
557,North Dakota,3,Both,234,75 plus,689,Road injuries,3,Rate,2017,24.655409151839173,425.6355886845339
540,Kentucky,3,Both,8,15 to 19,689,Road injuries,1,Number,2019,60.28975763662401,4414.8853109378015
540,Kentucky,3,Both,8,15 to 19,689,Road injuries,3,Rate,2019,20.339709605652907,1489.4318485730405
540,Kentucky,3,Both,9,20 to 24,689,Road injuries,1,Number,2019,73.06037909356759,5082.337048300777
540,Kentucky,3,Both,9,20 to 24,689,Road injuries,3,Rate,2019,25.119139733183818,1747.3757468997924
528,Colorado,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2016,209.3174330350603,11032.266851858802
528,Colorado,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2016,14.054139656465257,393.55302731248634
528,Colorado,3,Both,206,25 to 49,689,Road injuries,1,Number,2016,234.02998779656377,15488.225532855437
528,Colorado,3,Both,206,25 to 49,689,Road injuries,3,Rate,2016,12.935079953781454,856.0502758468555
528,Colorado,3,Both,234,75 plus,689,Road injuries,1,Number,2016,69.52992431583479,1926.4388757932802
528,Colorado,3,Both,234,75 plus,689,Road injuries,3,Rate,2016,25.134083903869985,441.4630152345853
553,New Jersey,3,Both,206,25 to 49,689,Road injuries,1,Number,2019,230.99527071765402,16487.896480827534
553,New Jersey,3,Both,206,25 to 49,689,Road injuries,3,Rate,2019,7.851951174064027,560.4537172049816
553,New Jersey,3,Both,234,75 plus,689,Road injuries,1,Number,2019,116.22526919560029,3398.8595990038484
553,New Jersey,3,Both,234,75 plus,689,Road injuries,3,Rate,2019,18.00733560262082,330.3550617512657
551,Nevada,3,Both,8,15 to 19,689,Road injuries,1,Number,2019,29.17188968226598,2161.5237798906815
551,Nevada,3,Both,8,15 to 19,689,Road injuries,3,Rate,2019,14.132111612102664,1047.1346094592916
551,Nevada,3,Both,9,20 to 24,689,Road injuries,1,Number,2019,36.01852909840568,2561.411473500925
551,Nevada,3,Both,9,20 to 24,689,Road injuries,3,Rate,2019,16.785978845973872,1193.7133438334793
551,Nevada,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2019,132.50853951250352,6922.571307729281
551,Nevada,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2019,14.796080624638355,417.0049987884493
551,Nevada,3,Both,206,25 to 49,689,Road injuries,1,Number,2019,125.69862521958895,8594.549940788273
551,Nevada,3,Both,206,25 to 49,689,Road injuries,3,Rate,2019,11.250459127744547,769.2417690430644
551,Nevada,3,Both,234,75 plus,689,Road injuries,1,Number,2019,45.97692062251981,1293.1969558886333
551,Nevada,3,Both,234,75 plus,689,Road injuries,3,Rate,2019,25.298616408935327,468.30708934179415
535,Idaho,3,Both,8,15 to 19,689,Road injuries,1,Number,2019,20.705151208228624,1525.0292269431272
535,Idaho,3,Both,8,15 to 19,689,Road injuries,3,Rate,2019,15.969752324506427,1176.24540854531
535,Idaho,3,Both,9,20 to 24,689,Road injuries,1,Number,2019,23.114335045978272,1623.2688255880719
535,Idaho,3,Both,9,20 to 24,689,Road injuries,3,Rate,2019,19.849119242214243,1393.9599134984785
535,Idaho,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2019,76.50302981901612,3800.7202705588584
535,Idaho,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2019,16.27723106064338,438.7918374604982
535,Idaho,3,Both,206,25 to 49,689,Road injuries,1,Number,2019,74.14674432293354,4862.480193101654
535,Idaho,3,Both,206,25 to 49,689,Road injuries,3,Rate,2019,13.794613493121755,904.6389763205126
535,Idaho,3,Both,234,75 plus,689,Road injuries,1,Number,2019,34.018973405281145,858.4811048637952
535,Idaho,3,Both,234,75 plus,689,Road injuries,3,Rate,2019,30.52796575853595,499.9780296638944
559,Oklahoma,3,Both,8,15 to 19,689,Road injuries,1,Number,2017,62.36656552591003,4552.808064281011
559,Oklahoma,3,Both,8,15 to 19,689,Road injuries,3,Rate,2017,23.038158942680496,1681.8036224368946
559,Oklahoma,3,Both,9,20 to 24,689,Road injuries,1,Number,2017,65.79760619371093,4576.877612202471
559,Oklahoma,3,Both,9,20 to 24,689,Road injuries,3,Rate,2017,25.32254877225155,1761.4350014256445
559,Oklahoma,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2017,239.60615363840705,10712.810847449924
559,Oklahoma,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2017,22.092365227192527,531.322429783474
559,Oklahoma,3,Both,206,25 to 49,689,Road injuries,1,Number,2017,266.57871739073147,16204.52049347989
559,Oklahoma,3,Both,206,25 to 49,689,Road injuries,3,Rate,2017,21.196386736893302,1288.4647605317678
559,Oklahoma,3,Both,234,75 plus,689,Road injuries,1,Number,2017,78.28662391677672,1949.0333309441903
559,Oklahoma,3,Both,234,75 plus,689,Road injuries,3,Rate,2017,31.23751470679055,493.69938973600273
535,Idaho,3,Both,8,15 to 19,689,Road injuries,1,Number,2017,19.561212148975155,1439.6341032102525
535,Idaho,3,Both,8,15 to 19,689,Road injuries,3,Rate,2017,15.557277351701403,1144.959057651404
535,Idaho,3,Both,9,20 to 24,689,Road injuries,1,Number,2017,21.886922095138836,1536.4518795923957
535,Idaho,3,Both,9,20 to 24,689,Road injuries,3,Rate,2017,19.222360562541173,1349.400883693868
535,Idaho,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2017,74.91913406905385,3699.09591777335
535,Idaho,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2017,16.266146533668202,432.83277799828505
535,Idaho,3,Both,206,25 to 49,689,Road injuries,1,Number,2017,77.84148032452187,5033.15746248092
535,Idaho,3,Both,206,25 to 49,689,Road injuries,3,Rate,2017,14.723478374485145,952.0063691655097
535,Idaho,3,Both,234,75 plus,689,Road injuries,1,Number,2017,31.147138561423727,775.9791570216563
535,Idaho,3,Both,234,75 plus,689,Road injuries,3,Rate,2017,30.610949561917106,489.62652211270716
547,Mississippi,3,Both,8,15 to 19,689,Road injuries,1,Number,2016,59.66246515249922,4344.118905978004
547,Mississippi,3,Both,8,15 to 19,689,Road injuries,3,Rate,2016,27.85991969248569,2028.5250290246543
547,Mississippi,3,Both,9,20 to 24,689,Road injuries,1,Number,2016,72.95735523333829,5029.162967826664
547,Mississippi,3,Both,9,20 to 24,689,Road injuries,3,Rate,2016,34.86539770775122,2403.37340148327
547,Mississippi,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2016,242.26001309936092,10311.324779378558
547,Mississippi,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2016,28.74463086520066,653.2690348848097
547,Mississippi,3,Both,206,25 to 49,689,Road injuries,1,Number,2016,300.5131467057257,17629.76751328185
547,Mississippi,3,Both,206,25 to 49,689,Road injuries,3,Rate,2016,31.66968070874607,1857.9190768708665
547,Mississippi,3,Both,234,75 plus,689,Road injuries,1,Number,2016,65.03799402744279,1549.405842271965
547,Mississippi,3,Both,234,75 plus,689,Road injuries,3,Rate,2016,35.97261022239022,546.1852246069409
542,Maine,3,Both,8,15 to 19,689,Road injuries,1,Number,2019,13.649532494450321,1003.3302871384738
542,Maine,3,Both,8,15 to 19,689,Road injuries,3,Rate,2019,17.159696264404783,1261.3503786429544
542,Maine,3,Both,9,20 to 24,689,Road injuries,1,Number,2019,15.112509306282234,1061.3082793765386
542,Maine,3,Both,9,20 to 24,689,Road injuries,3,Rate,2019,20.27413268586296,1423.7943177140169
542,Maine,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2019,60.517107864675566,3269.5454460929113
542,Maine,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2019,12.649264587240898,370.3913743154356
542,Maine,3,Both,206,25 to 49,689,Road injuries,1,Number,2019,47.81298635283717,3255.350542891845
542,Maine,3,Both,206,25 to 49,689,Road injuries,3,Rate,2019,11.987740744187388,816.1861727618576
542,Maine,3,Both,234,75 plus,689,Road injuries,1,Number,2019,30.608691116151807,782.0431920517044
542,Maine,3,Both,234,75 plus,689,Road injuries,3,Rate,2019,27.057953808473727,441.82767895188164
554,New Mexico,3,Both,8,15 to 19,689,Road injuries,1,Number,2018,29.272391094122348,2139.023505677593
554,New Mexico,3,Both,8,15 to 19,689,Road injuries,3,Rate,2018,19.82064312957109,1448.3552578768536
554,New Mexico,3,Both,9,20 to 24,689,Road injuries,1,Number,2018,39.339035876653746,2717.383547015058
554,New Mexico,3,Both,9,20 to 24,689,Road injuries,3,Rate,2018,28.27604660220004,1953.1964141767185
554,New Mexico,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2018,117.619913145573,5640.236414027626
554,New Mexico,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2018,18.34904144508521,475.7431331712144
554,New Mexico,3,Both,206,25 to 49,689,Road injuries,1,Number,2018,146.47943276572428,8929.639531386092
554,New Mexico,3,Both,206,25 to 49,689,Road injuries,3,Rate,2018,21.482518072078314,1309.611451847691
554,New Mexico,3,Both,234,75 plus,689,Road injuries,1,Number,2018,42.25352974302877,1110.6707547745107
554,New Mexico,3,Both,234,75 plus,689,Road injuries,3,Rate,2018,28.00513565940823,468.296694252624
564,South Dakota,3,Both,8,15 to 19,689,Road injuries,1,Number,2017,17.244973230949313,1253.2403758791502
564,South Dakota,3,Both,8,15 to 19,689,Road injuries,3,Rate,2017,30.781194709530567,2236.9554020848923
564,South Dakota,3,Both,9,20 to 24,689,Road injuries,1,Number,2017,19.371557657206786,1335.5202998642012
564,South Dakota,3,Both,9,20 to 24,689,Road injuries,3,Rate,2017,36.177573996920785,2494.166206337666
564,South Dakota,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2017,38.85919313964593,2022.837882268883
564,South Dakota,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2017,15.851470376023943,441.63806772802747
564,South Dakota,3,Both,206,25 to 49,689,Road injuries,1,Number,2017,54.26810648459139,3418.3352131386487
564,South Dakota,3,Both,206,25 to 49,689,Road injuries,3,Rate,2017,20.987205909877886,1321.9791445551316
564,South Dakota,3,Both,234,75 plus,689,Road injuries,1,Number,2017,17.8468264391318,465.04330744268134
564,South Dakota,3,Both,234,75 plus,689,Road injuries,3,Rate,2017,28.7836155788483,460.41482107280336
555,New York,3,Both,8,15 to 19,689,Road injuries,1,Number,2019,89.85964023890311,6720.9348667955155
555,New York,3,Both,8,15 to 19,689,Road injuries,3,Rate,2019,7.604262108635052,568.7508897910229
555,New York,3,Both,9,20 to 24,689,Road injuries,1,Number,2019,136.37935745926112,9764.562835603941
555,New York,3,Both,9,20 to 24,689,Road injuries,3,Rate,2019,10.726090993716898,767.9724515481796
555,New York,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2019,490.50067636823456,28106.815056779164
555,New York,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2019,8.424059741488758,259.76522474895677
555,New York,3,Both,206,25 to 49,689,Road injuries,1,Number,2019,468.32952910572766,33477.779081413624
555,New York,3,Both,206,25 to 49,689,Road injuries,3,Rate,2019,6.996977392772613,500.1676145430618
555,New York,3,Both,234,75 plus,689,Road injuries,1,Number,2019,240.59880754893643,7047.328664900431
555,New York,3,Both,234,75 plus,689,Road injuries,3,Rate,2019,16.62403361674972,303.82862019877354
533,Georgia,3,Both,8,15 to 19,689,Road injuries,1,Number,2016,124.26821664890248,9120.496497893348
533,Georgia,3,Both,8,15 to 19,689,Road injuries,3,Rate,2016,16.6399179756547,1221.2641149504411
533,Georgia,3,Both,9,20 to 24,689,Road injuries,1,Number,2016,172.06331152548947,11980.61641588948
533,Georgia,3,Both,9,20 to 24,689,Road injuries,3,Rate,2016,23.48183071502523,1635.0191336279881
533,Georgia,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2016,511.95151715792485,23924.05938994329
533,Georgia,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2016,18.31899824158375,455.4337744702163
533,Georgia,3,Both,206,25 to 49,689,Road injuries,1,Number,2016,604.0156054934274,38176.727721974916
533,Georgia,3,Both,206,25 to 49,689,Road injuries,3,Rate,2016,17.156246136888928,1084.358303895376
533,Georgia,3,Both,234,75 plus,689,Road injuries,1,Number,2016,144.61342392940807,3658.0520480365867
533,Georgia,3,Both,234,75 plus,689,Road injuries,3,Rate,2016,29.043244204740013,474.1880980957412
528,Colorado,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2018,215.90606409626315,11381.142730248128
528,Colorado,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2018,14.091836733609515,398.6626528835521
528,Colorado,3,Both,206,25 to 49,689,Road injuries,1,Number,2018,219.53608661711257,14748.154364008293
528,Colorado,3,Both,206,25 to 49,689,Road injuries,3,Rate,2018,12.035906335595502,808.5568403963298
528,Colorado,3,Both,234,75 plus,689,Road injuries,1,Number,2018,74.45244404626102,2099.288379534852
528,Colorado,3,Both,234,75 plus,689,Road injuries,3,Rate,2018,24.76741370994927,447.79926934694
557,North Dakota,3,Both,8,15 to 19,689,Road injuries,1,Number,2019,9.422181410580295,688.8659562615063
557,North Dakota,3,Both,8,15 to 19,689,Road injuries,3,Rate,2019,22.06693362741151,1613.3375778496918
557,North Dakota,3,Both,9,20 to 24,689,Road injuries,1,Number,2019,14.379075012255846,997.0417907266705
557,North Dakota,3,Both,9,20 to 24,689,Road injuries,3,Rate,2019,30.734468945012093,2131.121085873004
557,North Dakota,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2019,29.365926881841368,1612.5906230929565
557,North Dakota,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2019,14.648966816598488,433.6405605106319
557,North Dakota,3,Both,206,25 to 49,689,Road injuries,1,Number,2019,42.22767112225002,2737.4610699753266
557,North Dakota,3,Both,206,25 to 49,689,Road injuries,3,Rate,2019,18.640867441290517,1208.417314404444
557,North Dakota,3,Both,234,75 plus,689,Road injuries,1,Number,2019,13.746486120335891,385.0166013406146
557,North Dakota,3,Both,234,75 plus,689,Road injuries,3,Rate,2019,25.640373932875494,441.72443588633394
524,Alaska,3,Both,8,15 to 19,689,Road injuries,1,Number,2018,7.320936977103335,539.535437647258
524,Alaska,3,Both,8,15 to 19,689,Road injuries,3,Rate,2018,14.473650326358193,1066.6731987460498
524,Alaska,3,Both,9,20 to 24,689,Road injuries,1,Number,2018,8.710037129286372,615.8899588977594
524,Alaska,3,Both,9,20 to 24,689,Road injuries,3,Rate,2018,17.374151456880504,1228.5326994396275
524,Alaska,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2018,21.362603134115233,1349.7901243683773
524,Alaska,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2018,9.949880298601174,333.3978461033655
524,Alaska,3,Both,206,25 to 49,689,Road injuries,1,Number,2018,28.45221873684137,2010.8913018797466
524,Alaska,3,Both,206,25 to 49,689,Road injuries,3,Rate,2018,10.532997849926094,744.4310039592298
524,Alaska,3,Both,234,75 plus,689,Road injuries,1,Number,2018,6.271555802915265,192.02665744152216
524,Alaska,3,Both,234,75 plus,689,Road injuries,3,Rate,2018,21.794375309660545,439.233336883168
570,Washington,3,Both,8,15 to 19,689,Road injuries,1,Number,2018,45.804349499763575,3389.939325729797
570,Washington,3,Both,8,15 to 19,689,Road injuries,3,Rate,2018,10.038768351686864,742.9603517773029
570,Washington,3,Both,9,20 to 24,689,Road injuries,1,Number,2018,61.298693574375136,4336.966132486102
570,Washington,3,Both,9,20 to 24,689,Road injuries,3,Rate,2018,13.425583719099828,949.8783498207096
570,Washington,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2018,228.46260762193896,12187.734666044598
570,Washington,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2018,10.78299421050361,310.00961463706454
570,Washington,3,Both,206,25 to 49,689,Road injuries,1,Number,2018,199.52427602906874,13796.861005856641
570,Washington,3,Both,206,25 to 49,689,Road injuries,3,Rate,2018,8.22687810716106,568.878614751068
570,Washington,3,Both,234,75 plus,689,Road injuries,1,Number,2018,86.46566261837128,2456.771483851157
570,Washington,3,Both,234,75 plus,689,Road injuries,3,Rate,2018,19.243953280446124,349.86372306066943
556,North Carolina,3,Both,8,15 to 19,689,Road injuries,1,Number,2019,123.51888916730896,9067.508986416115
556,North Carolina,3,Both,8,15 to 19,689,Road injuries,3,Rate,2019,17.177350643580066,1260.9875491392118
556,North Carolina,3,Both,9,20 to 24,689,Road injuries,1,Number,2019,158.40269229514632,11062.515377222666
556,North Carolina,3,Both,9,20 to 24,689,Road injuries,3,Rate,2019,22.1535219805268,1547.1560111653957
556,North Carolina,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2019,550.2214647846552,26088.091074142452
556,North Carolina,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2019,17.815622033083653,456.55570943455547
556,North Carolina,3,Both,206,25 to 49,689,Road injuries,1,Number,2019,536.9632367870621,34099.016858825824
556,North Carolina,3,Both,206,25 to 49,689,Road injuries,3,Rate,2019,15.638029514507059,993.06879041600655
556,North Carolina,3,Both,234,75 plus,689,Road injuries,1,Number,2019,199.49427737213827,5021.885983050878
556,North Carolina,3,Both,234,75 plus,689,Road injuries,3,Rate,2019,29.069369347425305,472.5402833949438
558,Ohio,3,Both,8,15 to 19,689,Road injuries,1,Number,2019,102.50643639174025,7567.205332108884
558,Ohio,3,Both,8,15 to 19,689,Road injuries,3,Rate,2019,13.370220845276885,987.0132065190497
558,Ohio,3,Both,9,20 to 24,689,Road injuries,1,Number,2019,111.8188046805663,7944.227172756171
558,Ohio,3,Both,9,20 to 24,689,Road injuries,3,Rate,2019,15.008460798209104,1066.284176753506
558,Ohio,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2019,501.5683645061258,25268.03986035733
558,Ohio,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2019,14.145408157148607,384.2735875498657
558,Ohio,3,Both,206,25 to 49,689,Road injuries,1,Number,2019,416.2370745779928,27643.72097977647
558,Ohio,3,Both,206,25 to 49,689,Road injuries,3,Rate,2019,11.64923167241858,773.6651289595177
558,Ohio,3,Both,234,75 plus,689,Road injuries,1,Number,2019,193.15816055867745,5289.987834856911
558,Ohio,3,Both,234,75 plus,689,Road injuries,3,Rate,2019,22.786028447262193,394.5818276207357
560,Oregon,3,Both,8,15 to 19,689,Road injuries,1,Number,2017,28.968531535330236,2141.62879146831
560,Oregon,3,Both,8,15 to 19,689,Road injuries,3,Rate,2017,11.609985979387632,858.3203539908567
560,Oregon,3,Both,9,20 to 24,689,Road injuries,1,Number,2017,43.45211280688419,3055.19522375234
560,Oregon,3,Both,9,20 to 24,689,Road injuries,3,Rate,2017,17.39533256586005,1223.096727355899
560,Oregon,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2017,173.42446250059237,8790.14107368502
560,Oregon,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2017,14.32656166029208,391.96869825657944
560,Oregon,3,Both,206,25 to 49,689,Road injuries,1,Number,2017,147.62225908053802,9854.18488619158
560,Oregon,3,Both,206,25 to 49,689,Road injuries,3,Rate,2017,11.232845393398577,749.8227976863964
560,Oregon,3,Both,234,75 plus,689,Road injuries,1,Number,2017,64.11917092515445,1785.8872678050493
560,Oregon,3,Both,234,75 plus,689,Road injuries,3,Rate,2017,23.274217751017684,411.3474305039823
568,Vermont,3,Both,8,15 to 19,689,Road injuries,1,Number,2016,4.570359321674982,337.09722285376375
568,Vermont,3,Both,8,15 to 19,689,Road injuries,3,Rate,2016,11.535043976125568,850.7933438421444
568,Vermont,3,Both,9,20 to 24,689,Road injuries,1,Number,2016,10.307979253917322,714.4376801175821
568,Vermont,3,Both,9,20 to 24,689,Road injuries,3,Rate,2016,25.366135877240716,1758.1063003009206
568,Vermont,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2016,24.08242148966171,1352.7217516271019
568,Vermont,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2016,11.277596083506639,338.09724278186224
568,Vermont,3,Both,206,25 to 49,689,Road injuries,1,Number,2016,21.381970698223828,1460.3476596979983
568,Vermont,3,Both,206,25 to 49,689,Road injuries,3,Rate,2016,11.287762256002186,770.9325499706869
568,Vermont,3,Both,234,75 plus,689,Road injuries,1,Number,2016,10.501404014486539,284.8899874914706
568,Vermont,3,Both,234,75 plus,689,Road injuries,3,Rate,2016,23.23051378561973,393.0286945605615
571,West Virginia,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2019,122.25877016139899,5494.3891439130475
571,West Virginia,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2019,20.0860819451593,491.3121869097514
571,West Virginia,3,Both,206,25 to 49,689,Road injuries,1,Number,2019,101.46171343756811,6291.30905222034
571,West Virginia,3,Both,206,25 to 49,689,Road injuries,3,Rate,2019,17.82616544373739,1105.3422244004491
571,West Virginia,3,Both,234,75 plus,689,Road injuries,1,Number,2019,46.205367616381494,1124.3803838129772
571,West Virginia,3,Both,234,75 plus,689,Road injuries,3,Rate,2019,30.452065862133917,473.6191809502693
538,Iowa,3,Both,8,15 to 19,689,Road injuries,1,Number,2017,28.904239898285258,2127.318176227005
538,Iowa,3,Both,8,15 to 19,689,Road injuries,3,Rate,2017,13.72722667110812,1010.3077925383822
538,Iowa,3,Both,9,20 to 24,689,Road injuries,1,Number,2017,45.335464463910654,3152.6976754570114
538,Iowa,3,Both,9,20 to 24,689,Road injuries,3,Rate,2017,22.219857481391895,1545.2029412059019
538,Iowa,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2017,130.7411176609911,6563.311335658955
538,Iowa,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2017,14.410953609867382,387.8604544920572
538,Iowa,3,Both,206,25 to 49,689,Road injuries,1,Number,2017,141.773968401237,9058.08347894633
538,Iowa,3,Both,206,25 to 49,689,Road injuries,3,Rate,2017,14.900207170949814,951.9894373421552
538,Iowa,3,Both,234,75 plus,689,Road injuries,1,Number,2017,60.24552985162007,1556.8717890179269
538,Iowa,3,Both,234,75 plus,689,Road injuries,3,Rate,2017,25.485770713157383,405.78566759850406
559,Oklahoma,3,Both,8,15 to 19,689,Road injuries,1,Number,2019,59.998356621879424,4390.57905862972
559,Oklahoma,3,Both,8,15 to 19,689,Road injuries,3,Rate,2019,22.03702045184958,1612.6321779153852
559,Oklahoma,3,Both,9,20 to 24,689,Road injuries,1,Number,2019,61.72037510029746,4313.655445879706
559,Oklahoma,3,Both,9,20 to 24,689,Road injuries,3,Rate,2019,23.51032960248439,1643.1439562604785
559,Oklahoma,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2019,240.97937351972143,10816.606395803155
559,Oklahoma,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2019,22.059383608475603,535.4268226714153
559,Oklahoma,3,Both,206,25 to 49,689,Road injuries,1,Number,2019,248.8079894235983,15336.434210710637
559,Oklahoma,3,Both,206,25 to 49,689,Road injuries,3,Rate,2019,19.593289694766824,1207.7232691414779
559,Oklahoma,3,Both,234,75 plus,689,Road injuries,1,Number,2019,85.0302832680462,2101.1748037373104
559,Oklahoma,3,Both,234,75 plus,689,Road injuries,3,Rate,2019,32.20188320730639,509.8059004698605
545,Michigan,3,Both,8,15 to 19,689,Road injuries,1,Number,2017,90.39615944076056,6654.307920370109
545,Michigan,3,Both,8,15 to 19,689,Road injuries,3,Rate,2017,13.609685338631623,1001.8460684931026
545,Michigan,3,Both,9,20 to 24,689,Road injuries,1,Number,2017,105.3063481300119,7424.964144443099
545,Michigan,3,Both,9,20 to 24,689,Road injuries,3,Rate,2017,16.039467932320733,1130.9144833927223
545,Michigan,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2017,404.79226135923057,20389.3090584662
545,Michigan,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2017,13.335206878144286,359.9606719797241
545,Michigan,3,Both,206,25 to 49,689,Road injuries,1,Number,2017,346.9577443887143,22779.665330936088
545,Michigan,3,Both,206,25 to 49,689,Road injuries,3,Rate,2017,11.677370438099976,766.68296017991
545,Michigan,3,Both,234,75 plus,689,Road injuries,1,Number,2017,159.07208772379414,4166.139419425371
545,Michigan,3,Both,234,75 plus,689,Road injuries,3,Rate,2017,23.230405998891527,381.2357629189953
543,Maryland,3,Both,8,15 to 19,689,Road injuries,1,Number,2019,45.81731039800625,3395.3932615307835
543,Maryland,3,Both,8,15 to 19,689,Road injuries,3,Rate,2019,11.983271281193451,888.0468583994012
543,Maryland,3,Both,9,20 to 24,689,Road injuries,1,Number,2019,65.16338505095796,4600.019543908585
543,Maryland,3,Both,9,20 to 24,689,Road injuries,3,Rate,2019,16.85664895098728,1189.94608028282
